Measurement Number,Total Samples,Pin44 Active (1/0),Pin45 Active (1/0),Avg Pin44 (mid points),Avg Pin45 (mid points),Out of Normal Range
2422,6,1,0,3247.0,3167.5,0
2423,5,1,0,3246.5,3170.0,0
2424,6,1,0,3248.5,3169.5,0
2425,6,1,0,3246.5,3166.5,0
2426,6,1,0,3249.5,3166.0,0
2427,6,1,0,3247.5,3166.5,0
2428,6,0,1,2.5,207.0,0
2429,6,1,0,3247.0,3170.0,0
2430,6,0,1,4.5,202.5,0
2431,6,0,1,6.0,204.0,0
2432,6,0,1,5.0,205.5,0
2433,6,1,0,3248.5,3168.0,0
2434,6,1,0,3248.0,3168.0,0
2435,5,0,1,4.5,204.5,0
2436,6,0,1,3.5,205.0,0
2437,6,1,0,3245.5,3169.5,0
2438,6,0,1,4.5,205.5,0
2439,6,1,0,3247.5,3168.5,0
2440,6,0,1,2.5,206.5,0
2441,6,0,1,5.5,204.0,0
2442,6,0,1,3.5,206.5,0
2443,6,1,0,3248.5,3169.0,0
2444,6,0,1,5.5,204.5,0
2445,6,0,1,5.0,204.0,0
2446,6,1,0,3249.5,3166.0,0
2447,6,1,0,3248.0,3168.0,0
2448,6,0,1,6.0,204.5,0
2449,6,0,1,4.0,205.5,0
2450,5,0,1,7.5,206.0,0
2451,6,0,1,4.5,204.0,0
2452,6,0,1,7.0,204.5,0
2453,6,0,1,4.0,205.5,0
2454,6,1,0,3248.5,3168.0,0
2455,6,1,0,3248.5,3167.5,0
2456,6,0,1,3.5,202.0,0
2457,5,1,0,3248.0,3166.5,0
2458,6,0,1,4.0,203.5,0
2459,6,0,1,5.5,208.5,0
2460,6,0,1,3.0,206.5,0
2461,6,1,0,3248.0,3168.0,0
2462,6,0,1,2.5,203.0,0
2463,6,1,0,3247.0,3168.0,0
2464,6,1,0,3247.0,3168.5,0
2465,6,1,0,3248.5,3167.0,0
2466,6,1,0,3248.5,3167.0,0
2467,6,1,0,3247.0,3168.0,0
2468,6,0,1,3.0,203.0,0
2469,6,0,1,4.0,205.0,0
2470,6,0,1,4.0,204.0,0
2471,6,1,0,3248.5,3168.5,0
2472,6,0,1,5.0,205.0,0
2473,6,0,1,2.5,203.5,0
2474,6,0,1,3.0,207.0,0
2475,6,1,0,3246.0,3167.5,0
2476,6,0,1,4.0,204.5,0
2477,6,1,0,3247.5,3168.0,0
2478,6,0,1,3.5,203.5,0
2479,6,1,0,3248.0,3167.0,0
2480,5,0,1,4.5,204.5,0
2481,6,1,0,3247.5,3169.0,0
2482,6,0,1,5.0,204.0,0
2483,6,1,0,3248.5,3169.0,0
2484,5,0,1,3.0,205.0,0
2485,6,1,0,3247.5,3166.0,0
2486,6,0,1,4.5,205.5,0
2487,5,0,1,5.5,205.5,0
2488,6,1,0,3248.5,3168.5,0
2489,5,1,0,3247.0,3166.5,0
2490,6,1,0,3247.5,3169.5,0
2491,6,1,0,3249.0,3167.0,0
2492,6,0,1,5.0,218.0,0
2493,6,0,1,3.5,206.5,0
2494,6,1,0,3249.0,3166.0,0
2495,6,0,1,3.5,205.5,0
2496,6,1,0,3248.5,3169.0,0
2497,6,1,0,3247.0,3166.5,0
2498,6,1,0,3248.5,3166.5,0
2499,6,0,1,6.5,204.5,0
2500,6,0,1,6.5,204.5,0
2501,6,0,1,3.0,204.5,0
2502,6,0,1,5.5,203.0,0
2503,6,0,1,6.0,203.5,0
2504,6,1,0,3249.0,3169.5,0
2505,6,1,0,3247.5,3171.0,0
2506,6,1,0,3246.5,3168.5,0
2507,6,0,1,6.5,204.5,0
2508,6,1,0,3250.0,3170.0,0
2509,5,0,1,4.5,205.5,0
2510,6,0,1,3.0,203.0,0
2511,6,1,0,3248.5,3166.5,0
2512,6,0,1,6.0,205.5,0
2513,6,1,0,3247.5,3167.0,0
2514,6,0,1,6.5,206.5,0
2515,6,1,0,3250.0,3168.0,0
2516,5,1,0,3246.5,3167.5,0
2517,6,0,1,3.0,205.0,0
2518,5,0,1,4.5,205.5,0
2519,6,1,0,3247.5,3168.5,0
2520,6,1,0,3248.0,3169.0,0
2521,6,0,1,5.0,206.0,0
2522,6,1,0,3248.0,3169.5,0
2523,6,0,1,6.0,204.0,0
2524,6,1,0,3248.5,3168.5,0
2525,6,0,1,7.5,205.5,0
2526,6,0,1,6.5,206.0,0
2527,6,1,0,3248.5,3167.5,0
2528,6,0,1,5.5,205.0,0
2529,6,1,0,3247.0,3166.5,0
2530,6,0,1,4.5,205.0,0
2531,6,1,0,3247.5,3168.0,0
2532,6,1,0,3247.5,3169.0,0
2533,5,0,1,2.0,205.5,0
2534,6,1,0,3247.5,3168.5,0
2535,6,0,1,3.5,205.5,0
2536,6,0,1,4.0,204.5,0
2537,6,1,0,3248.5,3169.0,0
2538,5,1,0,3248.0,3168.5,0
2539,6,0,1,3.5,204.0,0
2540,6,0,1,6.0,206.0,0
2541,6,1,0,3249.0,3168.5,0
2542,6,1,0,3249.5,3166.5,0
2543,6,0,1,7.0,205.0,0
2544,6,1,0,3246.0,3167.5,0
2545,6,0,1,5.0,206.5,0
2546,6,1,0,3250.0,3167.5,0
2547,6,1,0,3248.0,3170.0,0
2548,6,0,1,3.0,204.0,0
2549,6,0,1,5.5,206.0,0
2550,6,0,1,5.5,205.0,0
2551,6,1,0,3245.5,3168.5,0
2552,5,0,1,2.5,204.0,0
2553,6,1,0,3246.0,3167.0,0
2554,5,1,0,3248.0,3166.5,0
2555,6,1,0,3247.5,3170.0,0
2556,6,0,1,3.5,205.0,0
2557,5,0,1,4.0,204.5,0
2558,6,0,1,5.0,207.0,0
2559,6,0,1,5.0,205.0,0
2560,6,1,0,3247.5,3168.5,0
2561,6,1,0,3247.0,3167.5,0
2562,6,0,1,6.0,224.0,0
2563,6,1,0,3247.5,3170.0,0
2564,6,1,0,3247.5,3167.0,0
2565,6,1,0,3247.5,3167.5,0
2566,6,1,0,3248.0,3167.5,0
2567,6,0,1,3.5,207.0,0
2568,6,1,0,3248.0,3168.0,0
2569,5,0,1,3.5,204.0,0
2570,6,0,1,4.5,205.5,0
2571,5,1,0,3248.0,3168.5,0
2572,6,0,1,5.0,205.5,0
2573,6,0,1,5.5,205.5,0
2574,6,1,0,3246.5,3168.5,0
2575,6,1,0,3246.5,3169.0,0
2576,6,0,1,5.5,206.0,0
2577,6,1,0,3249.0,3169.0,0
2578,6,1,0,3246.5,3169.0,0
2579,5,0,1,5.5,207.5,0
2580,6,1,0,3247.5,3167.5,0
2581,6,0,1,5.0,206.0,0
2582,6,1,0,3246.5,3169.0,0
2583,5,0,1,4.0,203.5,0
2584,6,0,1,5.0,204.0,0
2585,6,0,1,3.5,206.0,0
2586,5,1,0,3246.0,3169.5,0
2587,6,1,0,3249.0,3169.0,0
2588,5,0,1,4.0,205.0,0
2589,6,0,1,6.5,205.0,0
2590,6,0,1,3.5,204.0,0
2591,6,1,0,3248.5,3168.5,0
2592,6,0,1,4.0,206.0,0
2593,5,0,1,4.0,207.5,0
2594,6,1,0,3247.5,3167.0,0
2595,6,0,1,4.0,204.5,0
2596,6,0,1,4.5,206.0,0
2597,5,0,1,4.0,206.5,0
2598,6,0,1,4.5,207.0,0
2599,5,0,1,4.5,204.0,0
2600,6,0,1,6.0,206.5,0
2601,6,1,0,3248.0,3165.5,0
2602,5,1,0,3249.0,3167.5,0
2603,6,0,1,6.0,205.0,0
2604,5,0,1,4.5,205.5,0
2605,6,1,0,3247.5,3165.5,0
2606,6,1,0,3249.5,3170.5,0
2607,5,0,1,4.5,206.5,0
2608,6,0,1,4.5,206.0,0
2609,6,1,0,3246.5,3166.5,0
2610,6,0,1,7.0,205.5,0
2611,5,0,1,4.0,241.5,0
2612,6,0,1,5.0,206.0,0
2613,6,0,1,5.5,205.5,0
2614,6,1,0,3247.0,3168.5,0
2615,6,1,0,3248.0,3167.5,0
2616,6,1,0,3247.5,3167.0,0
2617,6,1,0,3248.0,3167.5,0
2618,6,1,0,3248.5,3168.0,0
2619,6,0,1,3.0,258.5,0
2620,6,1,0,3248.5,3167.5,0
2621,6,0,1,4.0,206.0,0
2622,6,0,1,6.0,205.0,0
2623,5,0,1,5.0,206.0,0
2624,6,0,1,5.5,204.0,0
2625,6,0,1,2.0,204.0,0
2626,6,1,0,3246.5,3167.5,0
2627,6,1,0,3247.5,3169.0,0
2628,6,0,1,4.0,203.5,0
2629,6,1,0,3248.0,3167.5,0
2630,6,1,0,3248.0,3167.0,0
2631,6,0,1,5.0,203.5,0
2632,6,1,0,3249.5,3167.5,0
2633,6,1,0,3247.5,3167.0,0
2634,6,0,1,7.0,203.5,0
2635,6,0,1,1.0,205.0,0
2636,6,0,1,3.5,205.0,0
2637,6,1,0,3250.5,3171.5,0
2638,6,1,0,3248.5,3168.5,0
2639,6,1,0,3249.0,3167.0,0
2640,6,0,1,5.0,205.0,0
2641,6,1,0,3250.0,3168.0,0
2642,6,0,1,6.0,203.0,0
2643,6,1,0,3250.0,3168.0,0
2644,6,1,0,3245.5,3176.0,0
2645,5,0,1,4.5,204.5,0
2646,6,1,0,3247.5,3167.0,0
2647,6,1,0,3249.5,3167.0,0
2648,6,0,1,4.5,210.5,0
2649,6,1,0,3248.5,3169.0,0
2650,5,0,1,4.0,205.0,0
2651,6,0,1,5.0,205.5,0
2652,6,0,0,2050.5,203.0,1
2653,6,0,1,5.5,204.0,0
2654,6,0,1,5.5,205.0,0
2655,6,0,1,4.0,205.5,0
2656,6,1,0,3248.0,3169.0,0
2657,6,1,0,3247.5,3167.5,0
2658,6,0,1,3.0,205.5,0
2659,6,0,1,5.5,205.5,0
2660,6,0,1,5.0,204.5,0
2661,6,1,0,3245.5,3167.5,0
2662,6,0,1,4.5,221.0,0
2663,6,0,1,3.0,218.5,0
2664,6,0,1,4.5,204.0,0
2665,6,0,1,3.0,205.5,0
2666,6,1,0,3246.5,3171.0,0
2667,6,0,1,5.0,208.0,0
2668,5,1,0,3248.0,3169.0,0
2669,6,1,0,3249.5,3169.0,0
2670,5,1,0,3248.0,3168.5,0
2671,6,0,1,5.5,208.5,0
2672,5,1,0,3248.0,3169.0,0
2673,6,0,1,5.0,204.0,0
2674,6,1,0,3249.0,3169.5,0
2675,6,0,1,5.0,204.5,0
2676,6,0,1,3.5,203.5,0
2677,6,1,0,3246.5,3168.0,0
2678,6,1,0,3248.5,3168.5,0
2679,5,0,1,4.5,205.5,0
2680,6,1,0,3247.5,3167.5,0
2681,6,0,1,4.5,207.5,0
2682,5,0,1,6.0,204.0,0
2683,6,0,1,4.0,204.5,0
2684,6,1,0,3248.0,3168.0,0
2685,6,1,0,3247.0,3167.0,0
2686,5,1,0,3245.5,3166.0,0
2687,6,0,1,3.5,203.5,0
2688,6,1,0,3248.5,3168.0,0
2689,3,0,0,0.0,0.0,0
2690,6,1,0,3247.5,3167.0,0
2691,6,0,1,5.5,205.0,0
2692,6,1,0,3247.0,3170.0,0
2693,5,0,1,11.0,208.0,0
2694,6,1,0,3247.5,3167.0,0
2695,6,1,0,3248.0,3166.5,0
2696,6,0,1,3.5,204.5,0
2697,6,0,1,4.5,205.5,0
2698,6,0,1,5.5,213.5,0
2699,6,0,1,5.0,205.0,0
2700,6,1,0,3248.0,3167.0,0
2701,6,1,0,3248.0,3170.5,0
2702,6,1,0,3246.5,3169.0,0
2703,6,0,1,5.0,206.0,0
2704,6,0,1,2.5,205.0,0
2705,5,1,0,3248.5,3169.0,0
2706,6,1,0,3248.5,3167.0,0
2707,6,1,0,3249.0,3165.0,0
2708,6,0,1,6.5,206.0,0
2709,6,0,1,6.0,204.0,0
2710,6,0,1,5.0,218.0,0
2711,6,1,0,3247.5,3167.5,0
2712,5,0,1,5.5,204.0,0
2713,6,0,1,5.5,207.0,0
2714,5,1,0,3247.0,3166.0,0
2715,6,0,1,4.5,206.0,0
2716,6,0,1,4.0,207.0,0
2717,6,0,1,4.5,205.5,0
2718,6,0,1,3.5,202.5,0
2719,5,1,0,3248.5,3169.5,0
2720,6,0,1,5.0,205.0,0
2721,6,0,1,5.5,206.0,0
2722,6,0,1,2.5,207.5,0
2723,6,0,1,5.0,204.0,0
2724,6,0,1,6.0,204.5,0
2725,6,1,0,3249.0,3169.0,0
2726,6,0,1,4.5,204.0,0
2727,6,0,1,3.5,204.0,0
2728,6,0,1,4.0,240.5,0
2729,6,1,0,3248.0,3166.5,0
2730,6,1,0,3247.0,3168.5,0
2731,6,0,1,2.0,203.5,0
2732,6,1,0,3247.0,3167.0,0
2733,6,1,0,3249.5,3167.5,0
2734,6,1,0,3247.5,3167.5,0
2735,6,0,1,3.5,204.0,0
2736,6,1,0,3249.5,3167.5,0
2737,6,0,1,5.5,203.5,0
2738,6,0,1,4.5,248.5,0
2739,6,0,1,4.5,206.0,0
2740,6,1,0,3247.5,3171.0,0
2741,6,0,1,4.5,206.0,0
2742,6,0,1,3.5,205.0,0
2743,6,1,0,3247.5,3169.0,0
2744,6,0,1,6.5,203.5,0
2745,6,0,1,7.5,207.0,0
2746,6,0,1,3.0,205.0,0
2747,6,0,1,7.0,209.0,0
2748,6,1,0,3248.0,3170.0,0
2749,6,1,0,3248.0,3167.5,0
2750,6,0,1,5.0,204.5,0
2751,6,0,1,5.0,207.0,0
2752,5,0,1,5.5,211.0,0
2753,6,0,1,4.0,203.5,0
2754,6,1,0,3247.0,3167.5,0
2755,6,0,1,4.5,212.0,0
2756,6,1,0,3247.0,3167.0,0
2757,6,0,1,2.0,203.0,0
2758,6,0,1,6.0,205.0,0
2759,6,0,1,5.5,239.0,0
2760,6,1,0,3246.5,3168.5,0
2761,6,0,1,4.0,205.5,0
2762,6,0,1,5.5,632.5,0
2763,6,1,0,3247.5,3169.0,0
2764,5,0,1,5.0,206.5,0
2765,6,0,1,3.5,206.0,0
2766,6,0,1,3.5,206.5,0
2767,6,0,1,6.0,204.0,0
2768,6,0,1,4.0,208.0,0
2769,6,0,1,4.5,204.0,0
2770,6,1,0,3249.0,3170.0,0
2771,6,0,1,6.5,205.0,0
2772,6,0,1,5.0,205.5,0
2773,6,0,1,5.0,204.5,0
2774,5,1,0,3248.5,3170.0,0
2775,6,1,0,3249.0,3170.5,0
2776,6,1,0,3246.5,3168.0,0
2777,6,1,0,3246.0,3168.0,0
2778,5,0,1,2.0,206.5,0
2779,6,1,0,3247.5,3168.0,0
2780,6,1,0,3246.5,3170.5,0
2781,6,0,1,7.5,209.5,0
2782,6,0,1,4.0,203.0,0
2783,6,0,1,3.0,204.0,0
2784,6,0,1,5.5,204.5,0
2785,6,1,0,3248.5,3169.5,0
2786,5,0,1,4.5,203.5,0
2787,6,0,1,5.5,206.5,0
2788,6,1,0,3248.5,3171.5,0
2789,6,1,0,3247.0,3169.0,0
2790,6,0,1,3.0,204.0,0
2791,6,1,0,3247.5,3168.0,0
2792,6,1,0,3249.0,3168.0,0
2793,6,0,1,4.5,207.5,0
2794,6,0,1,5.0,203.5,0
2795,6,1,0,3249.0,3166.5,0
2796,6,1,0,3248.5,3166.5,0
2797,6,0,1,5.0,204.5,0
2798,6,1,0,3247.5,3167.0,0
2799,6,1,0,3247.0,3166.5,0
2800,6,1,0,3248.0,3167.5,0
2801,6,1,0,3247.5,3169.0,0
2802,6,1,0,3247.0,3169.0,0
2803,6,1,0,3249.0,3169.0,0
2804,6,1,0,3248.0,3169.0,0
2805,5,0,1,4.5,205.0,0
2806,6,0,1,5.0,206.0,0
2807,6,0,1,3.0,263.0,0
2808,6,1,0,3249.0,3169.0,0
2809,6,0,1,5.5,204.0,0
2810,5,1,0,3249.0,3167.5,0
2811,6,1,0,3248.0,3170.0,0
2812,6,1,0,3247.0,3169.0,0
2813,6,0,1,5.0,206.5,0
2814,6,1,0,3248.5,3167.5,0
2815,5,0,1,4.0,205.0,0
2816,6,0,1,2.5,204.5,0
2817,6,1,0,3246.5,3169.0,0
2818,6,0,1,4.0,206.0,0
2819,6,0,1,6.0,206.5,0
2820,5,1,0,3246.5,3164.5,0
2821,6,1,0,3247.5,3166.5,0
2822,6,1,0,3246.5,3167.0,0
2823,6,0,1,6.0,205.5,0
2824,5,1,0,3249.5,3166.5,0
2825,6,1,0,3247.5,3169.0,0
2826,6,0,1,4.0,204.0,0
2827,6,1,0,3246.5,3168.0,0
2828,6,1,0,3247.5,3168.0,0
2829,6,1,0,3247.0,3166.5,0
2830,6,1,0,3246.5,3168.0,0
2831,6,0,1,4.5,206.0,0
2832,6,1,0,3246.5,3166.0,0
2833,6,1,0,3248.0,3168.0,0
2834,5,0,1,5.0,205.0,0
2835,6,0,1,3.5,204.0,0
2836,5,1,0,3247.5,3168.5,0
2837,6,1,0,3247.0,3168.0,0
2838,6,0,1,4.0,204.5,0
2839,6,1,0,3247.5,3166.0,0
2840,6,0,1,4.5,204.0,0
2841,6,1,0,3247.5,3167.5,0
2842,6,1,0,3247.0,3169.5,0
2843,6,0,1,4.0,206.5,0
2844,6,0,1,5.0,205.5,0
2845,6,1,0,3247.5,3169.0,0
2846,5,0,1,6.0,205.5,0
2847,6,1,0,3249.0,3169.0,0
2848,6,1,0,3248.0,3167.5,0
2849,6,1,0,3248.5,3170.5,0
2850,6,1,0,3248.5,3168.0,0
2851,6,1,0,3248.5,3166.0,0
2852,6,0,1,2.5,205.5,0
2853,6,1,0,3248.5,3166.5,0
2854,6,0,1,7.0,204.0,0
2855,6,1,0,3244.5,3167.0,0
2856,6,1,0,3247.5,3167.0,0
2857,6,1,0,3248.0,3168.5,0
2858,6,1,0,3248.0,3167.5,0
2859,6,0,1,5.0,203.5,0
2860,6,0,1,4.0,205.5,0
2861,5,1,0,3247.5,3167.5,0
2862,6,1,0,3246.0,3166.0,0
2863,6,0,1,4.0,204.5,0
2864,6,0,1,4.5,205.0,0
2865,6,1,0,3248.0,3168.0,0
2866,6,0,1,3.5,204.5,0
2867,6,0,1,3.5,203.5,0
2868,6,1,0,3247.5,3168.0,0
2869,6,1,0,3248.5,3167.5,0
2870,6,0,1,5.5,203.5,0
2871,6,0,1,4.5,206.0,0
2872,6,1,0,3246.5,3167.5,0
2873,6,0,1,4.5,206.0,0
2874,6,1,0,3248.5,3169.5,0
2875,6,1,0,3247.5,3168.0,0
2876,6,1,0,3247.0,3169.0,0
2877,6,0,1,4.5,206.0,0
2878,5,1,0,3246.5,3168.5,0
2879,6,0,1,4.5,208.5,0
2880,5,0,1,6.0,204.0,0
2881,6,1,0,3248.5,3165.5,0
2882,6,0,1,5.5,204.0,0
2883,6,0,1,5.5,203.0,0
2884,6,0,1,3.5,205.0,0
2885,6,0,1,2.5,202.5,0
2886,6,0,1,6.0,204.5,0
2887,6,0,1,2.5,206.5,0
2888,6,0,1,6.5,205.5,0
2889,6,0,1,5.5,206.5,0
2890,5,0,1,4.5,203.0,0
2891,6,0,1,4.0,204.0,0
2892,6,0,1,8.5,205.5,0
2893,6,0,1,5.0,502.5,0
2894,6,1,0,3247.5,3166.0,0
2895,5,0,1,5.0,204.5,0
2896,6,0,1,5.5,205.0,0
2897,6,1,0,3248.0,3167.0,0
2898,6,1,0,3249.0,3169.5,0
2899,6,1,0,3249.0,3170.0,0
2900,5,0,1,4.5,203.5,0
2901,6,1,0,3247.5,3169.5,0
2902,6,0,1,4.5,204.5,0
2903,6,0,1,4.5,204.0,0
2904,6,1,0,3247.0,3168.0,0
2905,6,0,1,5.5,204.0,0
2906,6,0,1,5.5,204.5,0
2907,5,0,1,4.0,205.5,0
2908,6,1,0,3249.0,3168.5,0
2909,5,1,0,3248.5,3166.0,0
2910,6,1,0,3247.0,3167.0,0
2911,5,1,0,3247.5,3167.5,0
2912,6,0,1,5.5,205.0,0
2913,5,1,0,3247.5,3168.0,0
2914,6,1,0,3247.5,3170.0,0
2915,6,1,0,3246.0,3165.5,0
2916,6,0,1,1.5,206.5,0
2917,6,0,1,5.0,204.5,0
2918,5,1,0,3247.5,3169.0,0
2919,6,1,0,3248.5,3166.5,0
2920,6,1,0,3247.0,3169.5,0
2921,5,0,1,4.0,204.0,0
2922,6,1,0,3245.0,3166.5,0
2923,6,1,0,3248.0,3169.0,0
2924,6,0,1,3.0,204.5,0
2925,6,1,0,3246.5,3166.5,0
2926,6,1,0,3250.5,3171.0,0
2927,6,1,0,3247.5,3169.0,0
2928,6,0,1,5.0,204.0,0
2929,6,0,1,3.0,206.5,0
2930,5,1,0,3247.5,3172.0,0
2931,6,1,0,3247.5,3168.0,0
2932,6,1,0,3245.0,3169.0,0
2933,6,0,1,6.0,206.0,0
2934,6,1,0,3247.0,3167.5,0
2935,6,1,0,3248.0,3166.5,0
2936,6,1,0,3245.0,3165.5,0
2937,6,0,1,4.0,205.0,0
2938,6,1,0,3248.0,3165.5,0
2939,6,0,1,6.5,204.5,0
2940,6,1,0,3248.0,3169.0,0
2941,6,1,0,3247.0,3166.0,0
2942,6,0,1,7.0,205.0,0
2943,5,0,1,4.0,204.5,0
2944,6,0,1,2.5,205.5,0
2945,6,1,0,3249.0,3170.0,0
2946,6,0,1,5.5,203.5,0
2947,5,1,0,3248.5,3167.5,0
2948,6,1,0,3248.0,3166.5,0
2949,5,0,1,4.5,206.0,0
2950,6,0,1,4.0,208.0,0
2951,6,1,0,3248.0,3168.5,0
2952,6,0,1,1.5,206.5,0
2953,6,0,1,5.0,202.5,0
2954,6,0,1,4.5,205.0,0
2955,6,0,1,4.0,202.5,0
2956,6,0,1,3.0,203.5,0
2957,6,0,1,4.5,204.0,0
2958,6,1,0,3248.0,3169.5,0
2959,6,0,1,1.5,205.0,0
2960,6,0,1,4.5,206.0,0
2961,6,1,0,3248.5,3167.0,0
2962,6,0,1,4.5,204.0,0
2963,6,0,1,4.0,206.5,0
2964,5,0,1,4.0,204.0,0
2965,6,0,1,4.5,207.0,0
2966,5,0,1,4.5,205.5,0
2967,6,0,1,1.0,205.0,0
2968,6,0,1,5.5,273.0,0
2969,6,0,1,4.0,204.5,0
2970,6,0,1,5.5,204.5,0
2971,6,0,1,4.0,259.5,0
2972,6,0,1,7.5,207.5,0
2973,6,1,0,3247.0,3168.5,0
2974,6,1,0,3246.0,3168.0,0
2975,6,1,0,3248.0,3169.0,0
2976,6,1,0,3247.5,3169.5,0
2977,6,0,1,2.5,204.5,0
2978,6,1,0,3248.0,3168.5,0
2979,6,0,1,4.5,285.0,0
2980,6,1,0,3247.5,3167.0,0
2981,6,1,0,3248.0,3167.0,0
2982,6,0,1,4.0,203.5,0
2983,6,1,0,3247.0,3166.5,0
2984,6,0,1,5.0,204.5,0
2985,6,1,0,3247.0,3170.0,0
2986,6,0,1,3.0,202.5,0
2987,6,1,0,3247.0,3166.5,0
2988,6,0,1,3.5,203.5,0
2989,6,0,1,5.0,205.5,0
2990,6,0,1,6.5,205.0,0
2991,6,0,1,4.5,206.0,0
2992,6,0,0,516.5,227.5,1
2993,6,0,1,4.0,205.0,0
2994,6,1,0,3248.0,3168.5,0
2995,6,0,1,4.5,203.0,0
2996,6,0,1,4.0,204.0,0
2997,6,1,0,3247.0,3171.0,0
2998,6,1,0,3247.5,3168.0,0
2999,6,1,0,3248.5,3168.0,0
3000,6,0,1,6.0,206.5,0
3001,6,0,1,5.5,202.5,0
3002,6,0,0,1487.5,205.0,1
3003,6,1,0,3247.0,3168.0,0
3004,6,1,0,3247.0,3168.0,0
3005,6,1,0,3248.5,3169.0,0
3006,6,1,0,3247.5,3169.0,0
3007,6,0,1,5.0,280.5,0
3008,6,1,0,3247.0,3166.5,0
3009,6,1,0,3246.5,3167.5,0
3010,6,1,0,3248.0,3169.0,0
3011,6,1,0,3247.0,3165.5,0
3012,6,1,0,3248.0,3167.0,0
3013,6,1,0,3247.0,3169.0,0
3014,5,1,0,3247.5,3169.0,0
3015,6,0,1,4.5,307.5,0
3016,6,0,1,4.5,206.5,0
3017,6,0,1,6.0,206.0,0
3018,6,1,0,3248.5,3166.5,0
3019,5,0,1,5.5,204.0,0
3020,6,1,0,3248.5,3168.0,0
3021,6,0,0,131.5,204.5,1
3022,6,0,0,2018.5,479.0,1
3023,5,1,0,3247.5,3167.5,0
3024,6,1,0,3247.0,3167.0,0
3025,6,0,1,4.0,205.0,0
3026,6,0,1,3.0,202.0,0
3027,6,1,0,3246.5,3167.0,0
3028,6,0,1,6.0,223.5,0
3029,6,1,0,3248.5,3167.0,0
3030,6,1,0,3247.0,3167.0,0
3031,5,1,0,3247.5,3169.0,0
3032,6,1,0,3247.0,3169.5,0
3033,6,0,1,5.0,204.5,0
3034,6,1,0,3246.5,3170.0,0
3035,6,1,0,3247.0,3171.5,0
3036,6,1,0,3247.0,3167.5,0
3037,6,1,0,3247.0,3168.0,0
3038,5,0,1,6.5,205.0,0
3039,6,1,0,3247.0,3169.5,0
3040,6,0,1,2.5,203.5,0
3041,6,1,0,3245.5,3168.5,0
3042,6,1,0,3249.0,3168.0,0
3043,6,1,0,3247.0,3167.5,0
3044,6,0,1,6.0,206.5,0
3045,6,1,0,3247.0,3170.5,0
3046,6,0,1,3.0,204.0,0
3047,6,0,1,4.5,205.5,0
3048,6,1,0,3247.5,3166.5,0
3049,6,0,1,6.0,206.0,0
3050,6,0,1,4.5,205.5,0
3051,6,1,0,3247.5,3168.0,0
3052,6,1,0,3248.0,3169.5,0
3053,6,1,0,3246.5,3168.0,0
3054,6,0,1,5.5,205.5,0
3055,5,1,0,3248.0,3168.0,0
3056,6,0,1,4.0,205.5,0
3057,6,1,0,3247.0,3167.5,0
3058,6,1,0,3247.0,3167.5,0
3059,6,0,1,5.0,205.5,0
3060,6,0,1,2.0,206.0,0
3061,6,0,1,3.5,204.0,0
3062,6,1,0,3247.5,3167.5,0
3063,6,0,1,3.0,204.0,0
3064,6,1,0,3249.5,3170.0,0
3065,5,0,1,3.5,207.0,0
3066,6,1,0,3248.0,3169.0,0
3067,6,1,0,3247.5,3166.5,0
3068,6,0,1,8.0,206.0,0
3069,6,0,1,6.0,206.5,0
3070,5,0,1,4.0,204.0,0
3071,6,0,1,4.0,205.5,0
3072,5,1,0,3248.0,3168.5,0
3073,6,0,0,2048.0,486.5,1
3074,6,1,0,3246.5,3169.0,0
3075,6,0,1,6.0,207.0,0
3076,6,1,0,3247.5,3169.5,0
3077,6,1,0,3247.0,3167.0,0
3078,6,0,1,5.0,206.0,0
3079,5,1,0,3248.5,3168.5,0
3080,6,0,1,7.0,206.0,0
3081,6,0,1,5.5,206.0,0
3082,6,0,1,7.5,203.5,0
3083,6,1,0,3246.5,3167.5,0
3084,6,0,1,3.0,203.0,0
3085,6,1,0,3248.0,3166.5,0
3086,6,0,1,5.5,206.0,0
3087,6,1,0,3248.5,3167.0,0
3088,6,1,0,3248.0,3167.5,0
3089,5,1,0,3247.5,3167.5,0
3090,6,0,1,4.5,207.0,0
3091,5,1,0,3248.5,3168.5,0
3092,6,0,1,4.5,206.0,0
3093,5,1,0,3247.5,3166.0,0
3094,6,1,0,3249.0,3167.0,0
3095,6,1,0,3248.0,3167.0,0
3096,6,1,0,3246.0,3166.0,0
3097,6,1,0,3247.0,3167.5,0
3098,6,0,1,6.0,205.0,0
3099,6,1,0,3248.0,3166.5,0
3100,6,0,1,6.5,202.0,0
3101,5,0,1,3.5,205.5,0
3102,6,1,0,3247.5,3169.5,0
3103,6,1,0,3246.0,3168.0,0
3104,6,0,1,5.5,206.0,0
3105,5,1,0,3249.0,3166.5,0
3106,6,1,0,3247.0,3166.5,0
3107,6,0,1,5.0,206.5,0
3108,6,1,0,3247.0,3169.0,0
3109,6,1,0,3247.5,3170.0,0
3110,6,0,1,5.5,203.5,0
3111,6,1,0,3247.0,3168.5,0
3112,6,0,1,6.0,207.5,0
3113,6,1,0,3248.5,3171.5,0
3114,6,1,0,3247.0,3169.0,0
3115,6,1,0,3249.0,3169.5,0
3116,6,0,1,5.5,204.0,0
3117,6,0,1,5.5,206.5,0
3118,5,0,1,4.0,206.0,0
