Measurement Number,Total Samples,Pin44 Active (1/0),Pin45 Active (1/0),Avg Pin44 (mid points),Avg Pin45 (mid points),Out of Normal Range
730,6,1,0,3247.0,3165.5,0
731,5,1,0,3247.0,3167.5,0
732,6,1,0,3248.5,3169.5,0
733,6,0,1,4.0,204.0,0
734,6,1,0,3247.5,3168.0,0
735,6,0,1,6.0,203.5,0
736,6,1,0,3247.5,3167.0,0
737,6,1,0,3248.5,3168.0,0
738,6,1,0,3247.5,3169.5,0
739,6,0,1,6.0,205.0,0
740,6,1,0,3248.0,3169.0,0
741,5,1,0,3248.0,3167.5,0
742,6,0,1,3.5,206.5,0
743,5,0,1,6.5,206.0,0
744,6,0,1,5.0,240.5,0
745,6,0,1,3.0,202.5,0
746,6,0,1,6.5,206.5,0
747,6,1,0,3247.5,3167.0,0
748,5,0,1,5.0,206.0,0
749,6,1,0,3246.5,3169.0,0
750,5,0,1,5.0,204.0,0
751,6,1,0,3248.5,3169.5,0
752,6,0,1,3.5,204.5,0
753,6,0,1,4.5,206.5,0
754,6,0,1,5.5,205.0,0
755,6,0,1,4.5,204.0,0
756,6,1,0,3247.5,3166.5,0
757,6,1,0,3247.5,3168.5,0
758,6,0,1,5.5,206.5,0
759,6,1,0,3247.0,3167.0,0
760,5,0,1,5.0,205.5,0
761,6,0,1,3.5,204.0,0
762,6,1,0,3248.5,3167.5,0
763,6,1,0,3247.0,3167.5,0
764,5,0,1,4.0,204.5,0
765,6,1,0,3248.5,3167.5,0
766,6,0,1,5.5,206.0,0
767,6,1,0,3247.0,3168.5,0
768,6,1,0,3247.0,3169.5,0
769,5,0,1,5.0,206.0,0
770,6,1,0,3247.0,3167.5,0
771,6,0,1,5.0,204.5,0
772,6,1,0,3246.0,3169.5,0
773,6,1,0,3248.0,3168.0,0
774,6,1,0,3248.0,3170.0,0
775,6,0,1,5.5,204.5,0
776,6,1,0,3245.5,3166.5,0
777,6,1,0,3248.0,3169.5,0
778,6,1,0,3247.5,3170.5,0
779,5,1,0,3248.5,3167.5,0
780,6,1,0,3247.0,3170.0,0
781,6,0,1,5.0,205.0,0
782,6,0,1,7.0,204.0,0
783,6,1,0,3247.5,3168.5,0
784,6,0,0,1009.5,203.5,1
785,6,1,0,3247.0,3169.5,0
786,6,1,0,3247.0,3168.5,0
787,6,0,1,2.5,206.0,0
788,6,0,1,5.0,205.0,0
789,6,1,0,3245.5,3167.5,0
790,6,1,0,3247.5,3167.0,0
791,6,1,0,3247.5,3168.0,0
792,6,0,1,3.0,205.5,0
793,6,0,1,4.5,204.5,0
794,6,1,0,3540.5,3169.0,0
795,6,1,0,3246.5,3167.5,0
796,6,0,1,2.0,203.5,0
797,6,0,1,4.0,205.0,0
798,6,1,0,3249.0,3169.0,0
799,6,0,1,3.0,204.5,0
800,6,0,1,4.5,206.0,0
801,6,1,0,3247.5,3168.5,0
802,6,0,1,3.5,205.0,0
803,6,0,1,6.0,209.0,0
804,6,1,0,3246.5,3167.0,0
805,6,0,1,5.5,206.0,0
806,6,1,0,3247.5,3165.5,0
807,6,0,1,5.5,205.0,0
808,6,1,0,3247.5,3168.0,0
809,6,1,0,3247.5,3168.5,0
810,6,1,0,3247.0,3168.0,0
811,6,0,1,5.0,204.0,0
812,6,0,1,5.0,205.0,0
813,6,0,1,4.0,205.5,0
814,6,1,0,3247.5,3166.0,0
815,6,0,1,6.0,223.5,0
816,6,0,1,4.5,206.5,0
817,6,0,1,18.0,207.0,0
818,6,0,1,4.0,203.5,0
819,6,0,1,6.0,207.0,0
820,6,1,0,3247.0,3168.5,0
821,6,0,1,6.0,204.5,0
822,6,1,0,3247.5,3167.5,0
823,6,0,1,5.0,206.5,0
824,6,1,0,3250.0,3166.5,0
825,6,0,1,5.0,203.0,0
826,6,0,1,3.0,206.0,0
827,6,1,0,3248.0,3167.5,0
828,6,0,1,4.5,203.0,0
829,6,0,1,4.0,207.5,0
830,6,0,1,6.5,208.5,0
831,6,0,1,3.5,204.5,0
832,6,1,0,3248.5,3168.0,0
833,6,1,0,3248.0,3172.5,0
834,6,0,1,5.5,205.0,0
835,6,1,0,3248.0,3170.0,0
836,6,0,1,4.5,205.0,0
837,6,0,1,5.0,206.0,0
838,6,0,1,5.0,202.5,0
839,6,0,1,6.0,207.5,0
840,6,0,1,3.5,205.5,0
841,6,1,0,3247.5,3169.5,0
842,6,1,0,3248.0,3167.0,0
843,6,1,0,3245.0,3170.0,0
844,6,0,1,6.0,203.0,0
845,6,0,1,4.0,203.5,0
846,6,1,0,3249.0,3167.5,0
847,6,0,1,4.5,205.0,0
848,6,0,1,3.5,204.5,0
849,5,0,1,3.5,205.0,0
850,6,0,1,5.5,202.5,0
851,6,0,1,5.0,204.5,0
852,6,0,1,6.0,206.0,0
853,5,0,1,3.0,204.5,0
854,6,1,0,3247.0,3166.0,0
855,6,1,0,3247.5,3166.0,0
856,6,0,1,6.5,204.5,0
857,6,1,0,3248.0,3169.0,0
858,6,0,1,5.5,205.0,0
859,6,1,0,3247.5,3167.5,0
860,6,1,0,3248.0,3168.5,0
861,6,1,0,3247.5,3167.5,0
862,6,1,0,3247.5,3165.5,0
863,6,1,0,3607.5,3167.0,0
864,6,1,0,3246.5,3167.0,0
865,6,1,0,3248.0,3167.5,0
866,5,1,0,3248.5,3168.5,0
867,6,0,1,3.0,202.0,0
868,6,1,0,3246.5,3167.0,0
869,6,1,0,3247.0,3168.5,0
870,6,0,1,5.0,205.0,0
871,6,1,0,3248.5,3169.0,0
872,6,1,0,3246.0,3169.0,0
873,5,1,0,3247.5,3170.0,0
874,6,1,0,3248.5,3169.5,0
875,6,0,1,2.0,206.5,0
876,6,0,1,3.5,324.0,0
877,6,1,0,3248.0,3169.0,0
878,5,0,1,4.5,205.5,0
879,6,1,0,3250.0,3169.0,0
880,5,1,0,3247.0,3165.5,0
881,6,0,1,5.0,205.5,0
882,6,1,0,3247.0,3169.5,0
883,5,0,1,3.5,207.0,0
884,5,1,0,3247.5,3167.0,0
885,6,0,1,4.0,204.0,0
886,6,0,1,4.5,205.5,0
887,6,1,0,3246.5,3168.5,0
888,6,1,0,3248.5,3170.5,0
889,5,1,0,3248.0,3170.0,0
890,6,0,1,5.0,206.0,0
891,6,1,0,3246.0,3167.5,0
892,6,1,0,3247.0,3167.5,0
893,6,0,1,3.0,208.5,0
894,6,0,1,4.5,215.0,0
895,6,0,1,4.0,210.0,0
896,6,1,0,3248.0,3168.5,0
897,6,1,0,3245.5,3165.0,0
898,6,1,0,3245.5,3168.5,0
899,5,1,0,3247.5,3168.0,0
900,6,1,0,3249.0,3168.5,0
901,5,0,1,4.5,205.5,0
902,6,1,0,3246.5,3168.5,0
903,5,1,0,3247.5,3167.0,0
904,6,0,1,5.0,206.0,0
905,6,0,1,4.5,202.5,0
906,6,1,0,3248.0,3170.0,0
907,6,0,1,5.0,204.5,0
908,6,1,0,3248.0,3168.5,0
909,6,0,1,3.5,204.0,0
910,6,0,1,5.0,204.5,0
911,6,1,0,3249.0,3168.5,0
912,5,1,0,3248.0,3168.5,0
913,5,1,0,3248.0,3170.0,0
914,6,1,0,3247.0,3170.5,0
915,6,1,0,3249.5,3169.0,0
916,5,0,1,4.0,206.0,0
917,6,0,1,7.5,205.5,0
918,6,0,1,5.0,204.5,0
919,6,0,1,4.5,206.5,0
920,5,1,0,3247.5,3168.5,0
921,6,0,1,4.5,205.0,0
922,6,1,0,3249.5,3168.5,0
923,6,0,1,4.0,204.5,0
924,6,0,1,4.5,205.5,0
925,6,0,1,5.0,203.5,0
926,6,1,0,3248.5,3169.0,0
927,6,0,1,5.0,204.0,0
928,6,0,1,1.5,206.0,0
929,6,0,1,5.5,207.5,0
930,6,0,1,5.5,204.5,0
931,6,1,0,3247.0,3166.0,0
932,5,1,0,3247.0,3165.5,0
933,6,0,1,4.0,214.5,0
934,6,0,1,6.5,205.5,0
935,6,0,1,5.5,206.0,0
936,6,0,1,5.0,204.0,0
937,4,1,0,3248.5,3166.5,0
938,6,1,0,3247.0,3166.0,0
939,6,1,0,3246.5,3169.5,0
940,6,0,1,4.5,205.0,0
941,5,1,0,3246.0,3167.0,0
942,6,0,1,4.5,205.5,0
943,6,0,1,3.5,204.5,0
944,6,0,1,3.5,203.5,0
945,6,1,0,3246.0,3165.5,0
946,6,1,0,3247.5,3166.0,0
947,6,1,0,3247.5,3175.0,0
948,6,1,0,3247.5,3168.0,0
949,6,0,1,3.5,204.0,0
950,6,1,0,3246.5,3169.0,0
951,6,0,1,4.0,204.5,0
952,6,1,0,3247.5,3168.5,0
953,6,0,1,4.0,206.0,0
954,5,0,1,4.5,207.0,0
955,6,0,1,4.0,205.0,0
956,5,0,1,5.0,204.5,0
957,6,1,0,3247.5,3168.0,0
958,6,0,1,4.5,218.0,0
959,6,0,1,5.0,277.0,0
960,6,1,0,3247.5,3167.0,0
961,5,1,0,3248.5,3169.5,0
962,6,0,1,3.0,206.0,0
963,6,0,1,5.0,205.0,0
964,6,1,0,3247.5,3166.0,0
965,5,0,1,3.0,215.0,0
966,6,0,1,4.0,204.0,0
967,6,1,0,3247.5,3167.5,0
968,6,1,0,3246.5,3168.0,0
969,6,0,1,2.5,205.0,0
970,5,0,1,3.5,204.5,0
971,6,0,1,4.5,206.0,0
972,6,0,1,4.5,205.0,0
973,6,1,0,3248.5,3169.0,0
974,6,0,1,2.5,206.0,0
975,6,1,0,3247.5,3170.0,0
976,6,1,0,3247.0,3168.5,0
977,6,1,0,3247.5,3166.5,0
978,6,1,0,3249.5,3167.5,0
979,6,1,0,3247.5,3167.0,0
980,6,0,1,5.0,262.0,0
981,6,0,1,4.0,204.5,0
982,6,1,0,3248.5,3167.5,0
983,6,0,1,4.0,204.0,0
984,6,0,1,4.5,208.0,0
985,6,1,0,3246.0,3165.0,0
986,6,0,1,5.0,205.0,0
987,6,0,1,2.0,206.5,0
988,6,1,0,3247.0,3169.0,0
989,6,0,1,5.5,206.5,0
990,6,0,1,3.5,209.0,0
991,6,1,0,3248.5,3168.0,0
992,6,1,0,3247.5,3169.0,0
993,6,1,0,3247.5,3169.0,0
994,6,1,0,3247.0,3169.0,0
995,6,0,1,4.0,205.5,0
996,6,1,0,3247.5,3168.5,0
997,6,1,0,3248.5,3169.0,0
998,6,1,0,3248.0,3170.0,0
999,6,1,0,3247.0,3169.5,0
1000,5,1,0,3247.5,3168.5,0
1001,6,1,0,3247.5,3166.5,0
1002,6,0,1,4.5,203.5,0
1003,6,1,0,3249.5,3168.0,0
1004,5,0,1,6.5,206.0,0
1005,6,0,1,3.5,203.5,0
1006,6,0,1,6.5,205.5,0
1007,6,1,0,3248.0,3169.5,0
1008,6,1,0,3245.5,3169.0,0
1009,6,1,0,3247.0,3168.0,0
1010,6,1,0,3247.0,3168.0,0
1011,6,1,0,3248.0,3167.0,0
1012,6,0,1,4.5,204.0,0
1013,6,0,1,3.5,205.5,0
1014,5,1,0,3247.0,3168.5,0
1015,6,0,1,4.5,203.5,0
1016,5,1,0,3248.5,3167.5,0
1017,6,0,1,4.5,206.5,0
1018,6,0,0,40.5,205.5,1
1019,6,0,1,3.5,206.5,0
1020,6,1,0,3248.0,3169.0,0
1021,6,0,1,3.0,206.5,0
1022,6,0,1,5.0,204.5,0
1023,6,1,0,3247.5,3169.0,0
1024,6,0,1,6.0,202.5,0
1025,6,1,0,3247.5,3168.0,0
1026,6,1,0,3249.0,3170.0,0
1027,6,0,1,5.0,205.5,0
1028,6,1,0,3247.0,3168.0,0
1029,5,0,1,6.0,205.0,0
1030,6,0,1,2.5,205.5,0
1031,5,0,1,3.5,206.0,0
1032,6,1,0,3246.5,3165.5,0
1033,6,0,1,5.0,203.5,0
1034,6,0,1,4.5,204.5,0
1035,6,0,1,4.0,208.0,0
1036,6,0,1,4.5,207.5,0
1037,6,1,0,3248.0,3166.0,0
1038,6,0,1,6.5,205.5,0
1039,6,0,1,5.0,206.5,0
1040,6,0,1,5.5,205.0,0
1041,6,0,1,4.0,204.5,0
1042,6,0,1,4.5,207.5,0
1043,6,0,0,1745.0,403.5,1
1044,6,1,0,3247.0,3169.0,0
1045,6,1,0,3248.0,3170.0,0
1046,6,1,0,3247.0,3168.5,0
1047,6,0,1,4.0,204.0,0
1048,6,0,1,6.0,204.5,0
1049,6,0,1,3.5,203.5,0
1050,6,0,1,3.5,206.5,0
1051,6,1,0,3249.0,3169.5,0
1052,6,1,0,3247.0,3168.0,0
1053,6,0,1,5.0,205.5,0
1054,6,1,0,3248.5,3169.5,0
1055,6,0,1,3.0,205.0,0
1056,6,0,1,6.0,205.5,0
1057,6,1,0,3247.5,3170.0,0
1058,6,1,0,3248.0,3168.0,0
1059,6,0,1,4.5,203.5,0
1060,6,0,1,4.0,205.0,0
1061,5,0,1,4.0,205.0,0
1062,6,0,1,5.0,205.0,0
1063,5,1,0,3247.5,3169.0,0
1064,6,1,0,3247.5,3166.5,0
1065,6,1,0,3246.5,3166.5,0
1066,6,1,0,3247.5,3167.5,0
1067,6,0,1,8.0,204.5,0
1068,5,0,1,2.5,206.0,0
1069,6,1,0,3248.0,3167.5,0
1070,6,1,0,3247.5,3168.5,0
1071,6,0,1,5.5,204.5,0
1072,6,0,1,3.5,202.5,0
1073,5,0,1,4.0,204.5,0
1074,6,0,1,4.0,204.5,0
1075,5,0,1,3.0,202.5,0
1076,6,1,0,3247.5,3166.0,0
1077,6,0,1,4.5,204.5,0
1078,6,1,0,3247.5,3168.0,0
1079,6,1,0,3247.5,3168.5,0
1080,6,0,1,3.5,208.0,0
1081,6,0,1,6.0,204.5,0
1082,6,0,1,2.5,203.5,0
1083,6,0,1,6.0,205.5,0
1084,6,0,1,6.5,204.0,0
1085,6,1,0,3247.0,3170.0,0
1086,6,1,0,3249.5,3169.0,0
1087,6,1,0,3247.0,3168.5,0
1088,6,0,1,2.5,207.5,0
1089,6,1,0,3249.0,3168.5,0
1090,6,1,0,3245.5,3167.5,0
1091,6,1,0,3248.0,3168.5,0
1092,5,1,0,3246.5,3169.0,0
1093,6,1,0,3247.0,3167.0,0
1094,6,0,1,3.5,207.0,0
1095,6,1,0,3248.0,3167.0,0
1096,6,1,0,3247.0,3167.5,0
1097,5,1,0,3248.0,3167.0,0
1098,6,0,1,6.5,206.0,0
1099,5,0,1,4.0,204.5,0
1100,6,1,0,3247.5,3166.0,0
1101,6,0,1,4.0,206.5,0
1102,6,0,1,6.0,207.0,0
1103,6,1,0,3246.5,3167.0,0
1104,6,0,1,4.5,204.0,0
1105,6,0,1,6.5,205.5,0
1106,6,0,1,4.5,207.0,0
1107,6,0,1,6.5,203.0,0
1108,6,1,0,3246.5,3167.5,0
1109,6,1,0,3247.5,3165.5,0
1110,6,0,1,3.0,207.0,0
1111,6,1,0,3246.5,3169.0,0
1112,6,1,0,3246.5,3168.0,0
1113,6,1,0,3247.0,3168.0,0
1114,6,0,1,5.0,202.5,0
1115,6,0,1,4.5,205.0,0
1116,5,0,1,4.5,202.5,0
1117,6,0,1,3.5,204.0,0
1118,6,0,1,5.0,204.5,0
1119,6,1,0,3246.5,3167.0,0
1120,6,1,0,3247.5,3168.5,0
1121,6,0,1,3.0,206.0,0
1122,6,1,0,3248.0,3167.0,0
1123,5,0,1,3.0,205.0,0
1124,6,0,1,4.5,205.0,0
1125,6,1,0,3248.5,3169.0,0
1126,6,1,0,3248.5,3169.5,0
1127,6,0,1,5.0,205.0,0
1128,6,0,1,5.0,204.5,0
1129,6,1,0,3248.5,3169.5,0
1130,6,0,1,3.5,206.5,0
1131,5,0,1,4.5,206.0,0
1132,6,1,0,3248.0,3167.0,0
1133,6,0,1,5.0,204.5,0
1134,6,1,0,3248.5,3169.5,0
1135,6,1,0,3243.5,3168.0,0
1136,6,0,1,4.5,204.0,0
1137,6,0,1,3.5,205.5,0
1138,6,0,1,6.5,205.5,0
1139,6,1,0,3246.0,3169.0,0
1140,6,0,1,4.0,204.5,0
1141,5,1,0,3249.0,3169.5,0
1142,6,0,1,4.0,206.5,0
1143,5,1,0,3249.0,3169.0,0
1144,6,0,1,4.0,205.0,0
1145,6,0,1,4.0,235.5,0
1146,6,0,1,7.5,205.5,0
1147,6,1,0,3249.0,3171.0,0
1148,5,0,1,3.5,207.0,0
1149,6,0,1,5.5,203.0,0
1150,6,0,1,5.0,205.0,0
1151,6,1,0,3248.0,3168.0,0
1152,6,0,1,5.5,205.0,0
1153,6,0,1,3.0,206.0,0
1154,6,0,1,4.0,205.0,0
1155,6,0,1,5.5,206.5,0
1156,6,0,1,3.0,203.5,0
1157,5,1,0,3247.0,3169.0,0
1158,6,1,0,3248.0,3168.0,0
1159,6,0,1,4.0,206.0,0
1160,5,1,0,3251.0,3166.5,0
1161,6,1,0,3246.5,3169.5,0
1162,6,0,1,4.5,205.5,0
1163,6,0,1,5.5,205.5,0
1164,6,0,1,4.5,205.5,0
1165,6,1,0,3248.0,3170.0,0
1166,6,0,1,6.0,206.0,0
1167,6,1,0,3248.0,3167.0,0
1168,6,0,1,4.0,214.5,0
1169,6,1,0,3250.0,3168.5,0
1170,6,0,1,4.5,204.5,0
1171,6,1,0,3248.5,3166.5,0
1172,6,0,1,5.0,205.5,0
1173,6,1,0,3249.5,3169.5,0
1174,6,0,1,4.0,204.0,0
1175,6,1,0,3248.5,3167.5,0
1176,6,0,1,7.0,203.0,0
1177,6,0,1,5.5,206.0,0
1178,6,0,1,5.5,205.5,0
1179,6,1,0,3246.5,3167.0,0
1180,6,0,1,5.0,217.5,0
1181,6,0,1,5.5,202.5,0
1182,6,0,1,5.5,207.0,0
1183,6,1,0,3248.0,3167.5,0
1184,6,1,0,3247.5,3168.5,0
1185,6,1,0,3248.0,3169.0,0
1186,6,0,1,5.0,206.5,0
1187,6,1,0,3249.0,3167.5,0
1188,6,0,1,6.0,206.5,0
1189,6,0,1,5.0,204.5,0
1190,6,1,0,3246.5,3168.5,0
1191,6,1,0,3247.5,3171.0,0
1192,6,0,1,6.0,207.5,0
1193,6,1,0,3247.5,3167.0,0
1194,5,0,1,1.5,206.5,0
1195,6,0,1,5.5,204.5,0
1196,5,1,0,3247.5,3167.5,0
1197,6,1,0,3247.0,3166.5,0
1198,6,1,0,3248.0,3169.0,0
1199,5,1,0,3249.0,3171.0,0
1200,6,0,1,4.5,205.0,0
1201,5,0,1,5.0,205.5,0
1202,6,1,0,3248.0,3169.5,0
1203,6,1,0,3247.0,3168.5,0
1204,6,0,1,4.5,204.5,0
1205,6,1,0,3247.0,3169.0,0
1206,6,0,1,6.0,207.5,0
1207,6,0,1,4.5,205.5,0
1208,6,1,0,3247.5,3167.0,0
1209,6,0,1,4.5,205.5,0
1210,6,1,0,3248.5,3167.0,0
1211,5,1,0,3247.5,3169.5,0
1212,6,0,1,5.0,204.5,0
1213,5,0,1,3.0,205.0,0
1214,6,0,1,6.5,205.0,0
1215,6,0,1,3.0,204.5,0
1216,6,1,0,3248.0,3167.5,0
1217,6,0,1,6.0,204.5,0
1218,6,0,1,3.5,205.0,0
1219,6,1,0,3246.5,3168.5,0
1220,6,0,1,4.0,204.5,0
1221,6,0,1,5.0,203.5,0
1222,6,1,0,3248.5,3169.0,0
1223,6,0,1,5.0,204.0,0
1224,6,1,0,3247.0,3166.5,0
1225,5,1,0,3248.0,3166.0,0
1226,6,1,0,3248.0,3167.5,0
1227,5,0,1,5.0,205.5,0
1228,6,0,1,5.5,204.5,0
1229,6,0,1,2.5,202.0,0
1230,5,0,1,5.5,203.0,0
1231,6,1,0,3248.5,3168.5,0
1232,5,0,1,4.0,205.0,0
1233,6,0,1,4.5,203.5,0
1234,6,0,1,4.5,205.5,0
1235,6,0,1,4.5,203.5,0
1236,6,0,1,5.5,205.0,0
1237,5,0,1,3.5,216.5,0
1238,6,0,1,2.5,203.5,0
1239,5,1,0,3247.0,3166.0,0
1240,6,0,1,5.5,207.5,0
1241,6,1,0,3249.5,3168.5,0
1242,6,0,1,4.5,204.5,0
1243,6,0,1,5.0,202.5,0
1244,6,0,1,5.0,205.5,0
1245,6,1,0,3247.0,3169.0,0
1246,6,1,0,3248.0,3170.0,0
1247,6,1,0,3247.0,3167.0,0
1248,6,0,1,4.5,204.0,0
1249,6,0,1,4.0,207.0,0
1250,6,0,0,1164.0,313.0,1
1251,6,0,1,6.0,205.0,0
1252,6,1,0,3247.0,3169.5,0
1253,6,0,1,3.5,210.0,0
1254,6,0,1,3.5,205.0,0
1255,6,0,1,5.0,204.0,0
1256,6,1,0,3247.5,3170.0,0
1257,5,0,1,4.5,217.0,0
1258,6,0,1,3.0,203.5,0
1259,6,1,0,3247.5,3169.0,0
1260,6,1,0,3248.5,3170.0,0
1261,6,1,0,3246.5,3168.5,0
1262,6,1,0,3247.5,3170.0,0
1263,6,1,0,3247.5,3167.0,0
1264,6,0,1,4.5,206.0,0
1265,6,0,1,3.0,205.0,0
1266,6,0,1,5.0,205.5,0
1267,6,1,0,3248.5,3169.0,0
1268,6,1,0,3248.5,3167.5,0
1269,6,0,1,4.0,205.5,0
1270,6,1,0,3248.5,3168.0,0
1271,6,1,0,3246.5,3167.0,0
1272,6,1,0,3246.5,3167.0,0
1273,6,0,1,6.0,203.5,0
1274,5,0,1,4.5,206.5,0
1275,6,0,1,5.0,205.5,0
1276,6,0,1,3.5,205.0,0
1277,6,1,0,3247.0,3168.5,0
1278,6,1,0,3248.0,3169.0,0
1279,6,1,0,3248.0,3169.5,0
1280,6,1,0,3247.0,3170.0,0
1281,6,0,1,6.5,204.5,0
1282,6,1,0,3247.5,3169.0,0
1283,6,1,0,3247.0,3167.0,0
1284,6,1,0,3248.0,3169.0,0
1285,6,1,0,3245.5,3166.0,0
1286,6,1,0,3248.5,3169.0,0
1287,6,1,0,3248.0,3169.0,0
1288,6,1,0,3248.0,3168.5,0
1289,6,1,0,3248.0,3169.0,0
1290,6,0,1,5.5,205.0,0
1291,6,1,0,3246.5,3167.0,0
1292,6,1,0,3247.0,3168.0,0
1293,5,0,1,2.5,205.5,0
1294,6,1,0,3247.5,3168.5,0
1295,6,0,1,5.5,204.5,0
1296,6,0,1,18.0,205.0,0
1297,6,0,1,5.0,204.0,0
1298,6,1,0,3248.0,3166.0,0
1299,6,0,1,4.0,220.0,0
1300,6,1,0,3247.0,3169.0,0
1301,6,0,1,3.5,204.5,0
1302,6,0,1,3.0,256.5,0
1303,6,0,1,6.5,205.5,0
1304,6,0,1,4.0,206.5,0
1305,6,0,1,3.0,217.0,0
1306,6,1,0,3247.5,3165.0,0
1307,6,0,0,42.0,205.5,1
1308,5,1,0,3247.5,3169.0,0
1309,6,0,1,4.5,204.5,0
1310,6,0,1,4.0,205.0,0
1311,6,0,1,6.0,203.5,0
1312,6,0,1,3.0,207.0,0
1313,6,1,0,3246.5,3167.0,0
1314,6,1,0,3247.5,3168.0,0
1315,6,1,0,3247.5,3164.0,0
1316,6,1,0,3247.5,3170.0,0
1317,6,0,1,4.5,226.5,0
1318,6,1,0,3248.0,3166.5,0
1319,6,1,0,3249.5,3168.5,0
1320,6,1,0,3247.5,3170.5,0
1321,6,1,0,3246.5,3167.5,0
1322,6,1,0,3247.0,3169.0,0
1323,6,1,0,3249.5,3170.5,0
1324,6,0,1,4.5,213.0,0
1325,6,0,1,5.5,204.5,0
1326,6,1,0,3248.5,3169.0,0
1327,6,1,0,3248.0,3167.0,0
1328,6,0,0,1025.0,205.0,1
1329,6,0,1,5.0,205.5,0
1330,6,0,1,4.5,205.0,0
1331,6,0,1,3.5,206.0,0
1332,6,0,1,5.0,205.0,0
1333,6,1,0,3247.5,3167.0,0
1334,6,0,1,3.0,205.0,0
1335,5,1,0,3248.5,3165.5,0
1336,6,0,1,3.0,205.0,0
1337,6,0,1,4.5,205.5,0
1338,5,0,1,4.5,206.0,0
1339,6,1,0,3248.0,3167.5,0
1340,6,0,1,7.0,214.0,0
1341,6,0,1,4.5,208.0,0
1342,6,1,0,3247.5,3167.0,0
1343,6,0,1,6.0,203.5,0
1344,6,0,1,4.0,205.0,0
1345,6,1,0,3247.5,3170.0,0
1346,6,1,0,3247.5,3168.5,0
1347,6,1,0,3248.5,3167.5,0
1348,6,1,0,3246.5,3167.5,0
1349,6,0,1,5.0,203.0,0
1350,5,1,0,3249.0,3166.5,0
1351,6,1,0,3248.5,3169.0,0
1352,6,1,0,3248.0,3170.5,0
1353,6,1,0,3249.0,3168.0,0
1354,6,1,0,3248.5,3167.0,0
1355,6,1,0,3247.0,3169.0,0
1356,6,0,1,4.0,205.0,0
1357,6,0,1,4.5,205.0,0
1358,6,1,0,3247.0,3168.0,0
1359,6,1,0,3247.0,3166.0,0
1360,6,0,1,4.0,290.0,0
1361,6,0,1,5.0,205.0,0
1362,6,0,1,7.0,205.5,0
1363,6,0,1,5.5,205.5,0
1364,6,1,0,3248.5,3167.5,0
1365,5,1,0,3249.0,3168.5,0
1366,6,1,0,3247.0,3167.0,0
1367,5,1,0,3247.5,3168.0,0
1368,6,1,0,3246.0,3167.5,0
1369,5,1,0,3247.5,3167.5,0
1370,6,1,0,3249.0,3169.5,0
1371,6,1,0,3247.5,3167.0,0
1372,6,0,1,4.0,204.0,0
1373,6,0,1,4.0,208.0,0
1374,6,1,0,3248.0,3167.5,0
1375,6,0,1,3.0,204.5,0
1376,5,0,1,4.0,214.0,0
1377,6,1,0,3247.5,3167.0,0
1378,6,0,1,4.0,205.0,0
1379,5,1,0,3248.5,3168.0,0
1380,6,1,0,3248.0,3167.5,0
1381,6,1,0,3247.0,3168.5,0
1382,6,1,0,3246.0,3166.0,0
1383,6,1,0,3248.5,3170.0,0
1384,6,0,0,1008.0,254.0,1
1385,6,1,0,3247.0,3168.0,0
1386,6,0,1,6.5,204.5,0
1387,6,1,0,3246.5,3168.5,0
1388,6,0,1,3.0,204.0,0
1389,6,1,0,3248.0,3167.5,0
1390,6,1,0,3248.5,3165.0,0
1391,6,1,0,3247.5,3168.5,0
1392,6,0,1,6.0,205.5,0
1393,6,0,1,5.5,204.5,0
1394,6,1,0,3247.5,3168.0,0
1395,6,1,0,3248.0,3168.5,0
1396,6,0,1,5.0,206.0,0
1397,6,1,0,3248.0,3169.0,0
1398,6,1,0,3247.0,3169.0,0
1399,6,0,1,6.0,205.5,0
1400,6,1,0,3249.0,3167.5,0
1401,6,1,0,3247.5,3168.5,0
1402,6,1,0,3248.5,3167.0,0
1403,6,0,1,3.0,203.5,0
1404,6,1,0,3249.5,3169.5,0
1405,6,0,1,4.5,204.5,0
1406,5,1,0,3247.5,3166.5,0
1407,6,0,1,3.5,205.5,0
1408,5,0,1,2.5,216.0,0
1409,6,1,0,3247.5,3168.5,0
1410,5,1,0,3247.0,3169.5,0
1411,6,1,0,3245.0,3167.5,0
1412,5,1,0,3247.5,3168.5,0
1413,6,0,1,5.5,205.5,0
1414,6,0,1,2.5,204.0,0
1415,6,0,1,5.0,203.5,0
1416,6,1,0,3247.5,3167.0,0
1417,6,1,0,3246.5,3166.0,0
1418,6,0,1,1.0,204.5,0
1419,6,0,1,4.5,206.0,0
1420,6,0,1,2.0,204.5,0
1421,6,0,1,4.0,206.5,0
1422,5,1,0,3248.0,3168.0,0
1423,6,0,1,4.5,204.5,0
1424,6,1,0,3247.0,3168.0,0
1425,5,0,1,5.5,206.0,0
1426,6,1,0,3247.0,3169.0,0
1427,6,0,1,4.0,204.5,0
1428,6,0,1,4.5,209.5,0
1429,6,1,0,3248.0,3167.0,0
1430,6,1,0,3247.0,3166.5,0
1431,6,0,1,3.0,205.0,0
1432,6,1,0,3247.5,3168.5,0
1433,6,0,1,3.5,207.5,0
1434,5,0,1,8.0,203.5,0
1435,5,1,0,3247.5,3169.0,0
1436,6,1,0,3249.0,3169.0,0
1437,6,1,0,3247.5,3167.5,0
1438,6,1,0,3248.5,3165.0,0
1439,6,0,1,5.0,205.5,0
